instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hours
12711,2012-06-18,Summer,1,6,19,0,1,1,Mist,0.62,0.5909,0.73,0.0896,52,411,463,14.883333333333333
12712,2012-06-18,Summer,1,6,20,0,1,1,Mist,0.62,0.5909,0.73,0.1343,45,317,362,14.883333333333333
12713,2012-06-18,Summer,1,6,21,0,1,1,Mist,0.62,0.5909,0.73,0.1045,35,238,273,14.883333333333333
12714,2012-06-18,Summer,1,6,22,0,1,1,Mist,0.62,0.5909,0.73,0.1642,21,143,164,14.883333333333333
12715,2012-06-18,Summer,1,6,23,0,1,1,Light Snow,0.6,0.5758,0.78,0.194,17,57,74,14.883333333333333
12716,2012-06-19,Summer,1,6,0,0,2,1,Mist,0.6,0.5758,0.78,0.1642,5,30,35,14.885555555555555
12717,2012-06-19,Summer,1,6,1,0,2,1,Mist,0.6,0.5758,0.78,0.1642,1,13,14,14.885555555555555
12718,2012-06-19,Summer,1,6,2,0,2,1,Mist,0.6,0.5758,0.78,0.1343,1,14,15,14.885555555555555
12719,2012-06-19,Summer,1,6,3,0,2,1,Mist,0.6,0.5758,0.78,0.1045,1,7,8,14.885555555555555
12720,2012-06-19,Summer,1,6,4,0,2,1,Mist,0.6,0.5758,0.78,0.1343,1,9,10,14.885555555555555
12721,2012-06-19,Summer,1,6,5,0,2,1,Mist,0.6,0.5758,0.78,0.194,3,34,37,14.885555555555555
12722,2012-06-19,Summer,1,6,6,0,2,1,Mist,0.6,0.5758,0.78,0.1045,9,152,161,14.885555555555555
12723,2012-06-19,Summer,1,6,7,0,2,1,Mist,0.6,0.5758,0.78,0.1343,18,462,480,14.885555555555555
12724,2012-06-19,Summer,1,6,8,0,2,1,Mist,0.6,0.5758,0.78,0.1642,40,633,673,14.885555555555555
12725,2012-06-19,Summer,1,6,9,0,2,1,Clear,0.64,0.6061,0.73,0.0896,40,288,328,14.885555555555555
12726,2012-06-19,Summer,1,6,10,0,2,1,Clear,0.64,0.6061,0.73,0.0896,44,136,180,14.885555555555555
12727,2012-06-19,Summer,1,6,11,0,2,1,Clear,0.66,0.6212,0.69,0.1343,56,174,230,14.885555555555555
12728,2012-06-19,Summer,1,6,12,0,2,1,Clear,0.7,0.6515,0.65,0.0896,70,222,292,14.885555555555555
12729,2012-06-19,Summer,1,6,13,0,2,1,Clear,0.74,0.6818,0.58,0.1343,69,203,272,14.885555555555555
12730,2012-06-19,Summer,1,6,14,0,2,1,Clear,0.76,0.7121,0.58,0.1045,61,166,227,14.885555555555555
12731,2012-06-19,Summer,1,6,15,0,2,1,Clear,0.78,0.7424,0.59,0.1642,72,187,259,14.885555555555555
12732,2012-06-19,Summer,1,6,16,0,2,1,Clear,0.8,0.7576,0.55,0.2239,48,286,334,14.885555555555555
12733,2012-06-19,Summer,1,6,17,0,2,1,Clear,0.8,0.7576,0.55,0.194,86,725,811,14.885555555555555
12734,2012-06-19,Summer,1,6,18,0,2,1,Clear,0.8,0.7576,0.55,0.1642,91,704,795,14.885555555555555
12735,2012-06-19,Summer,1,6,19,0,2,1,Clear,0.8,0.7727,0.59,0.2239,82,432,514,14.885555555555555
12736,2012-06-19,Summer,1,6,20,0,2,1,Clear,0.8,0.7576,0.55,0.2537,59,399,458,14.885555555555555
12737,2012-06-19,Summer,1,6,21,0,2,1,Clear,0.76,0.7121,0.62,0.1642,37,239,276,14.885555555555555
12738,2012-06-19,Summer,1,6,22,0,2,1,Clear,0.72,0.697,0.79,0.0896,51,240,291,14.885555555555555
12739,2012-06-19,Summer,1,6,23,0,2,1,Clear,0.72,0.697,0.79,0.1343,23,102,125,14.885555555555555
12740,2012-06-20,Summer,1,6,0,0,3,1,Clear,0.7,0.6667,0.79,0.194,5,48,53,14.886666666666667
12741,2012-06-20,Summer,1,6,1,0,3,1,Clear,0.68,0.6364,0.79,0.194,7,20,27,14.886666666666667
12742,2012-06-20,Summer,1,6,2,0,3,1,Clear,0.66,0.6061,0.83,0.1642,1,5,6,14.886666666666667
12743,2012-06-20,Summer,1,6,3,0,3,1,Clear,0.66,0.6061,0.83,0.1343,2,6,8,14.886666666666667
12744,2012-06-20,Summer,1,6,4,0,3,1,Clear,0.66,0.6061,0.83,0.0896,1,6,7,14.886666666666667
12745,2012-06-20,Summer,1,6,5,0,3,1,Clear,0.66,0.6061,0.83,0.0896,2,37,39,14.886666666666667
12746,2012-06-20,Summer,1,6,6,0,3,1,Mist,0.64,0.5758,0.89,0.0896,9,156,165,14.886666666666667
12747,2012-06-20,Summer,1,6,7,0,3,1,Mist,0.66,0.5909,0.89,0.0,20,444,464,14.886666666666667
12748,2012-06-20,Summer,1,6,8,0,3,1,Mist,0.7,0.6667,0.79,0.1045,43,600,643,14.886666666666667
12749,2012-06-20,Summer,1,6,9,0,3,1,Mist,0.72,0.697,0.74,0.0,40,276,316,14.886666666666667
12750,2012-06-20,Summer,1,6,10,0,3,1,Clear,0.82,0.7727,0.52,0.1343,41,126,167,14.886666666666667
12751,2012-06-20,Summer,1,6,11,0,3,1,Clear,0.84,0.7879,0.49,0.194,54,134,188,14.886666666666667
12752,2012-06-20,Summer,1,6,12,0,3,1,Clear,0.86,0.803,0.47,0.1642,30,150,180,14.886666666666667
12753,2012-06-20,Summer,1,6,13,0,3,1,Clear,0.86,0.7879,0.44,0.1045,48,163,211,14.886666666666667
12754,2012-06-20,Summer,1,6,14,0,3,1,Clear,0.88,0.803,0.39,0.194,56,134,190,14.886666666666667
12755,2012-06-20,Summer,1,6,15,0,3,1,Clear,0.9,0.8182,0.35,0.0,36,143,179,14.886666666666667
12756,2012-06-20,Summer,1,6,16,0,3,1,Clear,0.9,0.8182,0.35,0.1045,51,284,335,14.886666666666667
12757,2012-06-20,Summer,1,6,17,0,3,1,Clear,0.9,0.8182,0.37,0.0,80,611,691,14.886666666666667
12758,2012-06-20,Summer,1,6,18,0,3,1,Clear,0.9,0.8182,0.37,0.0,81,591,672,14.886666666666667
12759,2012-06-20,Summer,1,6,19,0,3,1,Clear,0.88,0.7879,0.37,0.2537,90,449,539,14.886666666666667
12760,2012-06-20,Summer,1,6,20,0,3,1,Clear,0.86,0.7727,0.39,0.2239,81,326,407,14.886666666666667
12761,2012-06-20,Summer,1,6,21,0,3,1,Clear,0.84,0.7576,0.44,0.0896,42,302,344,14.886666666666667
12762,2012-06-20,Summer,1,6,22,0,3,1,Clear,0.82,0.7576,0.46,0.1045,31,226,257,14.886666666666667
12763,2012-06-20,Summer,1,6,23,0,3,1,Clear,0.78,0.7424,0.59,0.1045,21,102,123,14.886666666666667
12764,2012-06-21,Fall,1,6,0,0,4,1,Clear,0.74,0.697,0.7,0.0896,16,53,69,14.886944444444444
12765,2012-06-21,Fall,1,6,1,0,4,1,Clear,0.72,0.697,0.79,0.1343,2,16,18,14.886944444444444
12766,2012-06-21,Fall,1,6,2,0,4,1,Clear,0.72,0.697,0.79,0.1045,11,7,18,14.886944444444444
12767,2012-06-21,Fall,1,6,3,0,4,1,Clear,0.72,0.697,0.74,0.0,3,8,11,14.886944444444444
12768,2012-06-21,Fall,1,6,4,0,4,1,Clear,0.7,0.6667,0.84,0.0896,1,11,12,14.886944444444444
12769,2012-06-21,Fall,1,6,5,0,4,1,Clear,0.7,0.6667,0.84,0.1045,3,37,40,14.886944444444444
12770,2012-06-21,Fall,1,6,6,0,4,1,Mist,0.7,0.6667,0.84,0.0896,3,147,150,14.886944444444444
12771,2012-06-21,Fall,1,6,7,0,4,1,Mist,0.7,0.6667,0.84,0.0896,26,437,463,14.886944444444444
12772,2012-06-21,Fall,1,6,8,0,4,1,Clear,0.74,0.697,0.7,0.0,27,563,590,14.886944444444444
12773,2012-06-21,Fall,1,6,9,0,4,1,Clear,0.8,0.7576,0.55,0.194,32,224,256,14.886944444444444
12774,2012-06-21,Fall,1,6,10,0,4,1,Clear,0.84,0.7879,0.49,0.1045,36,114,150,14.886944444444444
12775,2012-06-21,Fall,1,6,11,0,4,1,Clear,0.86,0.7879,0.41,0.1343,40,121,161,14.886944444444444
12776,2012-06-21,Fall,1,6,12,0,4,1,Clear,0.9,0.8182,0.35,0.194,33,182,215,14.886944444444444
12777,2012-06-21,Fall,1,6,13,0,4,1,Clear,0.9,0.8182,0.35,0.0,31,141,172,14.886944444444444
12778,2012-06-21,Fall,1,6,14,0,4,1,Clear,0.88,0.7879,0.37,0.1642,27,149,176,14.886944444444444
12779,2012-06-21,Fall,1,6,15,0,4,1,Clear,0.92,0.8333,0.33,0.1642,40,154,194,14.886944444444444
12780,2012-06-21,Fall,1,6,16,0,4,1,Clear,0.9,0.8182,0.35,0.1343,37,283,320,14.886944444444444
12781,2012-06-21,Fall,1,6,17,0,4,1,Clear,0.88,0.7879,0.37,0.0,80,535,615,14.886944444444444
12782,2012-06-21,Fall,1,6,18,0,4,1,Clear,0.86,0.7879,0.41,0.194,78,562,640,14.886944444444444
12783,2012-06-21,Fall,1,6,19,0,4,1,Clear,0.88,0.803,0.39,0.2239,84,415,499,14.886944444444444
12784,2012-06-21,Fall,1,6,20,0,4,1,Clear,0.86,0.7879,0.44,0.194,79,357,436,14.886944444444444
12785,2012-06-21,Fall,1,6,21,0,4,1,Clear,0.82,0.7727,0.52,0.194,55,256,311,14.886944444444444
12786,2012-06-21,Fall,1,6,22,0,4,1,Clear,0.8,0.7879,0.63,0.1642,22,221,243,14.886944444444444
12787,2012-06-21,Fall,1,6,23,0,4,1,Clear,0.8,0.7727,0.59,0.0896,12,134,146,14.886944444444444
12788,2012-06-22,Fall,1,6,0,0,5,1,Mist,0.76,0.7273,0.7,0.1045,16,77,93,14.886388888888888
12789,2012-06-22,Fall,1,6,1,0,5,1,Clear,0.76,0.7424,0.75,0.1642,3,28,31,14.886388888888888
12790,2012-06-22,Fall,1,6,2,0,5,1,Clear,0.74,0.7121,0.79,0.0,0,12,12,14.886388888888888
12791,2012-06-22,Fall,1,6,3,0,5,1,Clear,0.74,0.7121,0.79,0.0,1,6,7,14.886388888888888
12792,2012-06-22,Fall,1,6,4,0,5,1,Mist,0.76,0.7273,0.66,0.0,3,7,10,14.886388888888888
12793,2012-06-22,Fall,1,6,5,0,5,1,Mist,0.74,0.697,0.66,0.0896,3,35,38,14.886388888888888
12794,2012-06-22,Fall,1,6,6,0,5,1,Mist,0.74,0.697,0.66,0.0,4,118,122,14.886388888888888
12795,2012-06-22,Fall,1,6,7,0,5,1,Clear,0.74,0.6818,0.58,0.1642,19,340,359,14.886388888888888
12796,2012-06-22,Fall,1,6,8,0,5,1,Clear,0.76,0.697,0.55,0.1343,49,564,613,14.886388888888888
12797,2012-06-22,Fall,1,6,9,0,5,1,Clear,0.76,0.7121,0.58,0.2239,55,278,333,14.886388888888888
12798,2012-06-22,Fall,1,6,10,0,5,1,Clear,0.8,0.7424,0.52,0.3582,52,133,185,14.886388888888888
12799,2012-06-22,Fall,1,6,11,0,5,1,Clear,0.8,0.7424,0.49,0.1642,76,160,236,14.886388888888888
12800,2012-06-22,Fall,1,6,12,0,5,1,Clear,0.84,0.7879,0.49,0.1343,63,191,254,14.886388888888888
12801,2012-06-22,Fall,1,6,13,0,5,1,Clear,0.88,0.803,0.39,0.2239,72,228,300,14.886388888888888
12802,2012-06-22,Fall,1,6,14,0,5,1,Clear,0.88,0.803,0.39,0.2239,65,198,263,14.886388888888888
12803,2012-06-22,Fall,1,6,15,0,5,1,Clear,0.9,0.8182,0.35,0.3582,72,212,284,14.886388888888888
12804,2012-06-22,Fall,1,6,16,0,5,1,Clear,0.9,0.803,0.31,0.2239,67,313,380,14.886388888888888
12805,2012-06-22,Fall,1,6,17,0,5,1,Mist,0.82,0.7273,0.38,0.1642,95,551,646,14.886388888888888
12806,2012-06-22,Fall,1,6,18,0,5,1,Mist,0.8,0.7576,0.55,0.194,62,443,505,14.886388888888888
12807,2012-06-22,Fall,1,6,19,0,5,1,Mist,0.76,0.697,0.55,0.5224,45,317,362,14.886388888888888
12808,2012-06-22,Fall,1,6,20,0,5,1,Mist,0.76,0.697,0.55,0.5224,31,171,202,14.886388888888888
12809,2012-06-22,Fall,1,6,21,0,5,1,Light Snow,0.68,0.6364,0.65,0.2836,40,177,217,14.886388888888888
12810,2012-06-22,Fall,1,6,22,0,5,1,Clear,0.68,0.6364,0.69,0.1343,42,155,197,14.886388888888888
12811,2012-06-22,Fall,1,6,23,0,5,1,Mist,0.66,0.6212,0.74,0.0,29,145,174,14.886388888888888
12812,2012-06-23,Fall,1,6,0,0,6,0,Clear,0.64,0.5758,0.83,0.0,14,102,116,14.884722222222223
12813,2012-06-23,Fall,1,6,1,0,6,0,Clear,0.66,0.6061,0.78,0.1343,16,107,123,14.884722222222223
12814,2012-06-23,Fall,1,6,2,0,6,0,Mist,0.64,0.5758,0.83,0.194,18,75,93,14.884722222222223
12815,2012-06-23,Fall,1,6,3,0,6,0,Mist,0.64,0.5758,0.83,0.0896,10,32,42,14.884722222222223
12816,2012-06-23,Fall,1,6,4,0,6,0,Mist,0.64,0.5758,0.83,0.1642,6,13,19,14.884722222222223
12817,2012-06-23,Fall,1,6,5,0,6,0,Mist,0.64,0.5758,0.83,0.194,1,11,12,14.884722222222223
12818,2012-06-23,Fall,1,6,6,0,6,0,Clear,0.64,0.5758,0.83,0.0896,10,37,47,14.884722222222223
12819,2012-06-23,Fall,1,6,7,0,6,0,Clear,0.64,0.5758,0.83,0.1642,19,59,78,14.884722222222223
12820,2012-06-23,Fall,1,6,8,0,6,0,Clear,0.68,0.6364,0.69,0.2239,34,133,167,14.884722222222223
12821,2012-06-23,Fall,1,6,9,0,6,0,Clear,0.72,0.6818,0.62,0.194,85,247,332,14.884722222222223
12822,2012-06-23,Fall,1,6,10,0,6,0,Clear,0.74,0.6818,0.55,0.194,177,317,494,14.884722222222223
12823,2012-06-23,Fall,1,6,11,0,6,0,Clear,0.76,0.6818,0.48,0.2239,167,349,516,14.884722222222223
12824,2012-06-23,Fall,1,6,12,0,6,0,Clear,0.8,0.7273,0.43,0.194,203,399,602,14.884722222222223
12825,2012-06-23,Fall,1,6,13,0,6,0,Clear,0.82,0.7273,0.34,0.194,226,338,564,14.884722222222223
12826,2012-06-23,Fall,1,6,14,0,6,0,Clear,0.78,0.6818,0.33,0.2537,238,371,609,14.884722222222223
12827,2012-06-23,Fall,1,6,15,0,6,0,Clear,0.84,0.7273,0.3,0.3284,217,266,483,14.884722222222223
12828,2012-06-23,Fall,1,6,16,0,6,0,Clear,0.84,0.7121,0.26,0.2985,196,317,513,14.884722222222223
12829,2012-06-23,Fall,1,6,17,0,6,0,Clear,0.82,0.7121,0.26,0.2537,214,316,530,14.884722222222223
12830,2012-06-23,Fall,1,6,18,0,6,0,Clear,0.82,0.7121,0.26,0.2985,194,287,481,14.884722222222223
12831,2012-06-23,Fall,1,6,19,0,6,0,Clear,0.8,0.697,0.27,0.194,185,240,425,14.884722222222223
12832,2012-06-23,Fall,1,6,20,0,6,0,Clear,0.78,0.6818,0.31,0.194,158,228,386,14.884722222222223
12833,2012-06-23,Fall,1,6,21,0,6,0,Clear,0.76,0.6667,0.33,0.1343,99,223,322,14.884722222222223
12834,2012-06-23,Fall,1,6,22,0,6,0,Clear,0.74,0.6515,0.37,0.1045,101,178,279,14.884722222222223
12835,2012-06-23,Fall,1,6,23,0,6,0,Clear,0.72,0.6515,0.44,0.0,69,156,225,14.884722222222223
12836,2012-06-24,Fall,1,6,0,0,0,0,Clear,0.7,0.6515,0.51,0.0,31,132,163,14.881944444444445
12837,2012-06-24,Fall,1,6,1,0,0,0,Mist,0.68,0.6364,0.54,0.0896,39,88,127,14.881944444444445
12838,2012-06-24,Fall,1,6,2,0,0,0,Mist,0.68,0.6364,0.51,0.0,34,80,114,14.881944444444445
12839,2012-06-24,Fall,1,6,3,0,0,0,Mist,0.66,0.6212,0.65,0.0896,19,41,60,14.881944444444445
12840,2012-06-24,Fall,1,6,4,0,0,0,Mist,0.66,0.6212,0.65,0.0,4,9,13,14.881944444444445
12841,2012-06-24,Fall,1,6,5,0,0,0,Clear,0.62,0.6061,0.69,0.1343,1,7,8,14.881944444444445
12842,2012-06-24,Fall,1,6,6,0,0,0,Clear,0.64,0.6061,0.65,0.1642,6,19,25,14.881944444444445
12843,2012-06-24,Fall,1,6,7,0,0,0,Clear,0.64,0.6061,0.69,0.1045,23,48,71,14.881944444444445
12844,2012-06-24,Fall,1,6,8,0,0,0,Clear,0.7,0.6515,0.58,0.0,38,103,141,14.881944444444445
12845,2012-06-24,Fall,1,6,9,0,0,0,Clear,0.72,0.6667,0.51,0.0,63,169,232,14.881944444444445
12846,2012-06-24,Fall,1,6,10,0,0,0,Clear,0.76,0.6818,0.4,0.0,161,291,452,14.881944444444445
12847,2012-06-24,Fall,1,6,11,0,0,0,Clear,0.76,0.6818,0.4,0.1343,215,291,506,14.881944444444445
12848,2012-06-24,Fall,1,6,12,0,0,0,Clear,0.8,0.697,0.33,0.2239,227,329,556,14.881944444444445
12849,2012-06-24,Fall,1,6,13,0,0,0,Clear,0.8,0.697,0.33,0.2836,237,348,585,14.881944444444445
12850,2012-06-24,Fall,1,6,14,0,0,0,Clear,0.84,0.7273,0.3,0.2985,253,298,551,14.881944444444445
12851,2012-06-24,Fall,1,6,15,0,0,0,Clear,0.86,0.7424,0.28,0.2239,197,290,487,14.881944444444445
12852,2012-06-24,Fall,1,6,16,0,0,0,Clear,0.84,0.7273,0.3,0.2537,181,280,461,14.881944444444445
12853,2012-06-24,Fall,1,6,17,0,0,0,Clear,0.84,0.7273,0.32,0.2537,203,329,532,14.881944444444445
12854,2012-06-24,Fall,1,6,18,0,0,0,Clear,0.82,0.7273,0.34,0.2537,186,348,534,14.881944444444445
12855,2012-06-24,Fall,1,6,19,0,0,0,Clear,0.8,0.7121,0.38,0.2985,176,247,423,14.881944444444445
12856,2012-06-24,Fall,1,6,20,0,0,0,Clear,0.78,0.697,0.46,0.2537,108,224,332,14.881944444444445
12857,2012-06-24,Fall,1,6,21,0,0,0,Clear,0.76,0.697,0.55,0.2239,76,177,253,14.881944444444445
12858,2012-06-24,Fall,1,6,22,0,0,0,Clear,0.74,0.6818,0.55,0.1045,53,125,178,14.881944444444445
12859,2012-06-24,Fall,1,6,23,0,0,0,Clear,0.74,0.6818,0.58,0.1045,20,67,87,14.881944444444445
12860,2012-06-25,Fall,1,6,0,0,1,1,Clear,0.72,0.6818,0.62,0.2537,31,37,68,14.878333333333334
12861,2012-06-25,Fall,1,6,1,0,1,1,Clear,0.7,0.6515,0.65,0.2239,11,20,31,14.878333333333334
12862,2012-06-25,Fall,1,6,2,0,1,1,Clear,0.7,0.6515,0.7,0.2239,4,10,14,14.878333333333334
12863,2012-06-25,Fall,1,6,3,0,1,1,Clear,0.68,0.6364,0.69,0.2537,1,4,5,14.878333333333334
12864,2012-06-25,Fall,1,6,4,0,1,1,Clear,0.66,0.6061,0.78,0.2537,0,4,4,14.878333333333334
12865,2012-06-25,Fall,1,6,5,0,1,1,Clear,0.66,0.6212,0.74,0.1642,1,42,43,14.878333333333334
12866,2012-06-25,Fall,1,6,6,0,1,1,Clear,0.64,0.5909,0.78,0.1642,11,147,158,14.878333333333334
12867,2012-06-25,Fall,1,6,7,0,1,1,Clear,0.66,0.6212,0.74,0.2239,30,455,485,14.878333333333334
12868,2012-06-25,Fall,1,6,8,0,1,1,Clear,0.66,0.6212,0.69,0.194,53,555,608,14.878333333333334
12869,2012-06-25,Fall,1,6,9,0,1,1,Clear,0.7,0.6515,0.65,0.194,37,231,268,14.878333333333334
12870,2012-06-25,Fall,1,6,10,0,1,1,Clear,0.76,0.697,0.55,0.1642,58,126,184,14.878333333333334
12871,2012-06-25,Fall,1,6,11,0,1,1,Clear,0.8,0.7273,0.43,0.3284,54,127,181,14.878333333333334
12872,2012-06-25,Fall,1,6,12,0,1,1,Mist,0.76,0.6818,0.45,0.2985,74,196,270,14.878333333333334
12873,2012-06-25,Fall,1,6,13,0,1,1,Clear,0.72,0.6667,0.51,0.2985,79,181,260,14.878333333333334
12874,2012-06-25,Fall,1,6,14,0,1,1,Clear,0.78,0.697,0.43,0.2537,90,161,251,14.878333333333334
12875,2012-06-25,Fall,1,6,15,0,1,1,Clear,0.78,0.6818,0.38,0.4627,65,168,233,14.878333333333334
12876,2012-06-25,Fall,1,6,16,0,1,1,Clear,0.8,0.697,0.31,0.3881,104,310,414,14.878333333333334
12877,2012-06-25,Fall,1,6,17,0,1,1,Clear,0.8,0.6818,0.24,0.4627,76,757,833,14.878333333333334
12878,2012-06-25,Fall,1,6,18,0,1,1,Clear,0.76,0.6667,0.27,0.4478,100,691,791,14.878333333333334
12879,2012-06-25,Fall,1,6,19,0,1,1,Clear,0.74,0.6515,0.27,0.4627,74,508,582,14.878333333333334
12880,2012-06-25,Fall,1,6,20,0,1,1,Clear,0.72,0.6515,0.3,0.4478,100,375,475,14.878333333333334
12881,2012-06-25,Fall,1,6,21,0,1,1,Clear,0.68,0.6212,0.3,0.3284,50,281,331,14.878333333333334
12882,2012-06-25,Fall,1,6,22,0,1,1,Clear,0.66,0.6212,0.29,0.3881,21,166,187,14.878333333333334
12883,2012-06-25,Fall,1,6,23,0,1,1,Clear,0.64,0.6212,0.33,0.3284,15,88,103,14.878333333333334
12884,2012-06-26,Fall,1,6,0,0,2,1,Clear,0.62,0.6212,0.33,0.3284,8,29,37,14.873888888888889
12885,2012-06-26,Fall,1,6,1,0,2,1,Clear,0.6,0.6212,0.35,0.3881,11,19,30,14.873888888888889
12886,2012-06-26,Fall,1,6,2,0,2,1,Clear,0.56,0.5303,0.43,0.2836,2,7,9,14.873888888888889
12887,2012-06-26,Fall,1,6,3,0,2,1,Clear,0.54,0.5152,0.45,0.2836,2,7,9,14.873888888888889
12888,2012-06-26,Fall,1,6,4,0,2,1,Clear,0.54,0.5152,0.45,0.2985,1,9,10,14.873888888888889
12889,2012-06-26,Fall,1,6,5,0,2,1,Clear,0.52,0.5,0.48,0.3881,3,36,39,14.873888888888889
12890,2012-06-26,Fall,1,6,6,0,2,1,Clear,0.52,0.5,0.52,0.2985,12,176,188,14.873888888888889
12891,2012-06-26,Fall,1,6,7,0,2,1,Clear,0.52,0.5,0.52,0.3582,21,531,552,14.873888888888889
12892,2012-06-26,Fall,1,6,8,0,2,1,Clear,0.56,0.5303,0.49,0.3284,34,622,656,14.873888888888889
12893,2012-06-26,Fall,1,6,9,0,2,1,Clear,0.58,0.5455,0.46,0.4179,30,298,328,14.873888888888889
12894,2012-06-26,Fall,1,6,10,0,2,1,Clear,0.62,0.6212,0.41,0.3582,37,153,190,14.873888888888889
12895,2012-06-26,Fall,1,6,11,0,2,1,Clear,0.64,0.6212,0.36,0.4179,46,189,235,14.873888888888889
12896,2012-06-26,Fall,1,6,12,0,2,1,Clear,0.66,0.6212,0.34,0.4478,80,228,308,14.873888888888889
12897,2012-06-26,Fall,1,6,13,0,2,1,Clear,0.7,0.6364,0.3,0.4627,74,232,306,14.873888888888889
12898,2012-06-26,Fall,1,6,14,0,2,1,Clear,0.7,0.6364,0.3,0.4627,81,186,267,14.873888888888889
12899,2012-06-26,Fall,1,6,15,0,2,1,Clear,0.72,0.6515,0.28,0.4627,88,229,317,14.873888888888889
12900,2012-06-26,Fall,1,6,16,0,2,1,Clear,0.72,0.6364,0.26,0.4925,67,349,416,14.873888888888889
12901,2012-06-26,Fall,1,6,17,0,2,1,Clear,0.72,0.6515,0.28,0.4179,104,796,900,14.873888888888889
12902,2012-06-26,Fall,1,6,18,0,2,1,Clear,0.72,0.6515,0.28,0.3582,105,719,824,14.873888888888889
12903,2012-06-26,Fall,1,6,19,0,2,1,Clear,0.72,0.6515,0.28,0.2239,83,529,612,14.873888888888889
12904,2012-06-26,Fall,1,6,20,0,2,1,Clear,0.7,0.6364,0.3,0.2836,88,417,505,14.873888888888889
12905,2012-06-26,Fall,1,6,21,0,2,1,Clear,0.68,0.6364,0.34,0.194,61,267,328,14.873888888888889
12906,2012-06-26,Fall,1,6,22,0,2,1,Clear,0.66,0.6212,0.34,0.2537,26,219,245,14.873888888888889
12907,2012-06-26,Fall,1,6,23,0,2,1,Clear,0.62,0.6212,0.41,0.1343,13,118,131,14.873888888888889
12908,2012-06-27,Fall,1,6,0,0,3,1,Clear,0.62,0.6212,0.41,0.194,15,39,54,14.868611111111111
12909,2012-06-27,Fall,1,6,1,0,3,1,Clear,0.6,0.6212,0.43,0.1642,5,18,23,14.868611111111111
12910,2012-06-27,Fall,1,6,2,0,3,1,Clear,0.56,0.5303,0.49,0.1343,2,12,14,14.868611111111111
12911,2012-06-27,Fall,1,6,3,0,3,1,Clear,0.58,0.5455,0.46,0.0896,1,7,8,14.868611111111111
12912,2012-06-27,Fall,1,6,4,0,3,1,Clear,0.6,0.6212,0.4,0.2537,0,11,11,14.868611111111111
12913,2012-06-27,Fall,1,6,5,0,3,1,Clear,0.6,0.6212,0.43,0.2836,2,34,36,14.868611111111111
12914,2012-06-27,Fall,1,6,6,0,3,1,Clear,0.58,0.5455,0.46,0.2836,7,193,200,14.868611111111111
12915,2012-06-27,Fall,1,6,7,0,3,1,Clear,0.6,0.6212,0.43,0.3582,29,498,527,14.868611111111111
12916,2012-06-27,Fall,1,6,8,0,3,1,Clear,0.62,0.6212,0.43,0.3284,49,638,687,14.868611111111111
12917,2012-06-27,Fall,1,6,9,0,3,1,Clear,0.66,0.6212,0.41,0.3582,29,253,282,14.868611111111111
12918,2012-06-27,Fall,1,6,10,0,3,1,Clear,0.7,0.6364,0.37,0.2537,34,138,172,14.868611111111111
12919,2012-06-27,Fall,1,6,11,0,3,1,Clear,0.74,0.6515,0.3,0.3284,64,145,209,14.868611111111111
12920,2012-06-27,Fall,1,6,12,0,3,1,Clear,0.76,0.6667,0.29,0.2985,77,245,322,14.868611111111111
12921,2012-06-27,Fall,1,6,13,0,3,1,Clear,0.8,0.697,0.27,0.3284,77,244,321,14.868611111111111
12922,2012-06-27,Fall,1,6,14,0,3,1,Clear,0.8,0.6818,0.24,0.3582,78,192,270,14.868611111111111
12923,2012-06-27,Fall,1,6,15,0,3,1,Clear,0.8,0.697,0.26,0.4627,61,188,249,14.868611111111111
12924,2012-06-27,Fall,1,6,16,0,3,1,Clear,0.82,0.697,0.24,0.4478,55,337,392,14.868611111111111
12925,2012-06-27,Fall,1,6,17,0,3,1,Clear,0.82,0.697,0.24,0.3881,113,730,843,14.868611111111111
12926,2012-06-27,Fall,1,6,18,0,3,1,Clear,0.8,0.697,0.27,0.3284,85,719,804,14.868611111111111
12927,2012-06-27,Fall,1,6,19,0,3,1,Clear,0.78,0.6818,0.29,0.3284,101,542,643,14.868611111111111
12928,2012-06-27,Fall,1,6,20,0,3,1,Clear,0.76,0.6667,0.31,0.194,76,369,445,14.868611111111111
12929,2012-06-27,Fall,1,6,21,0,3,1,Clear,0.74,0.6515,0.35,0.1343,54,313,367,14.868611111111111
12930,2012-06-27,Fall,1,6,22,0,3,1,Clear,0.72,0.6515,0.39,0.0896,52,245,297,14.868611111111111
12931,2012-06-27,Fall,1,6,23,0,3,1,Clear,0.68,0.6364,0.47,0.1343,11,148,159,14.868611111111111
12932,2012-06-28,Fall,1,6,0,0,4,1,Clear,0.66,0.6212,0.5,0.1045,2,52,54,14.862222222222222
12933,2012-06-28,Fall,1,6,1,0,4,1,Clear,0.66,0.6212,0.54,0.0,11,14,25,14.862222222222222
12934,2012-06-28,Fall,1,6,2,0,4,1,Clear,0.66,0.6212,0.5,0.0896,1,12,13,14.862222222222222
12935,2012-06-28,Fall,1,6,3,0,4,1,Clear,0.66,0.6212,0.5,0.0896,1,6,7,14.862222222222222
12936,2012-06-28,Fall,1,6,4,0,4,1,Clear,0.62,0.6061,0.61,0.1045,0,11,11,14.862222222222222
